,org_name,city,state,website,org_contact_email,org_contact_phone_1,org_contact_phone_2,services,zipcode
250,Lutheran Social Services of South Dakota,Huron,SD,http://www.lsssd.org/,Linda.Jensen@LssSD.org,,,,
251,Lutheran Social Services of South Dakota,Sioux Falls,SD,http://www.lsssd.org/,Linda.Jensen@LssSD.org,,,,
252,World Relief,Memphis,TN,http://worldreliefmemphis.org/,cgross@wr.org,,,,
253,Catholic Charities of Tennessee,Nashville,TN,,kbranson@cctenn.org,,,,
254,Nashville International Center for Empowerment,Nashville,TN,http://www.empowernashville.org/,gatluak@empowernashville.org,,,,
255,World Relief,Nashville,TN,http://worldreliefnashville.org/,lauman@wr.org,,,,
256,International Rescue Committee,Abilene,TX,https://www.rescue.org/united-states/abilene-tx,VolunteerAbilene@Rescue.org,,,,
257,Catholic Charities of the Texas Panhandle,Amarillo,TX,www.catholicfamilyservice.org,NKoons@cctxp.org (Director),,,,
258,"Refugee Services of Texas, Inc.",Amarillo,TX,http://www.refugeeservicesoftexas.org/,nlowe@rstx.org (Director),,,"REFUGEE YOUTH PROGRAM, THE SURVIVORS OF TRAFFICKING EMPOWERMENT PROGRAM",
259,"Refugee Services of Texas, Inc.",Austin,TX,http://www.refugeeservicesoftexas.org/,eschmidt@rstx.org,,,,
260,Catholic Charities of Corpus Christi,Corpus Christi,TX,,kseger@diocesecc.org,,,,
261,Catholic Charities of Dallas,Dallas,TX,,aknox@ccdallas.org,,,,
262,International Rescue Committee,Dallas,TX,https://www.rescue.org/united-states/dallas-tx,VolunteerDallas@Rescue.org,,,,
263,"Refugee Services of Texas, Inc.",Dallas,TX,http://www.refugeeservicesoftexas.org/,lmvalo@rstx.org,,,,
264,Diocesan Migrant and Refugee Services,El Paso,TX,http://dmrs-ep.org,mlopez@dmrs-ep.org,,,,
265,Catholic Charities,Fort Worth,TX,www.ccdofw.org,jdemers@ccdofw.org,,,,
266,"Refugee Services of Texas, Inc.",Fort Worth,TX,http://www.refugeeservicesoftexas.org/,lamara@rstx.org,,,,
267,World Relief,Fort Worth,TX,http://worldrelieffortworth.org/,lboyd@wr.org,,,,
268,Catholic Charities,Houston,TX,,aademi@catholiccharities.org,,,,
269,Interfaith Ministries for Greater Houston,Houston,TX,http://www.imgh.org/refugee-services,aalsudani@imgh.org,,,,
270,"Refugee Services of Texas, Inc.",Houston,TX,http://www.refugeeservicesoftexas.org/,houston@rstx.org,,,,
271,YMCA International Services,Houston,TX,https://www.ymcahouston.org/ymca-international/,joseph.saceric@ymcahouston.org,,,,
272,International Rescue Committee,Midland,TX,https://www.rescue.org/united-states/midland-tx,VolunteerMidland@Rescue.org,,,,
273,Catholic Charities,San Antonio,TX,,afernandez@ccaosa.org,,,,
274,Catholic Community Servies of Utah,Salt Lake City,UT,www.ccsutah.org,abatar@ccsutah.org,,,,
275,International Rescue Committee,Salt Lake City,UT,https://www.rescue.org/united-states/salt-lake-city-ut,volunteerSLC@rescue.org,,,,
276,Catholic Charities,Arlington,VA,,pmaloof@ccda.net,,,,
277,International Rescue Committee,Charlottesville,VA,https://www.rescue.org/united-states/charlottesville-va,VolunteerCharlottesville@rescue.org,,,,
278,Lutheran Social Services of the National Capital Area,Falls Church,VA,http://lssnca.org/,OsmanR@lssnca.org,,,,
279,Catholic Charities,Fredericksburg,VA,www.arlingtondiocese.org,abennett@ccda.net,,,,
280,CWS IRP Virginia,Harrisonburg,VA,http://harrisonburgrefugees.com/,jhershberger@cwsglobal.org,,,,
281,Commonwealth Catholic Charities,Richmond,VA,,lisa.gibson@cccofva.org,,,,
282,CWS IRP Virginia,Richmond,VA,http://harrisonburgrefugees.com/,jbaumann@cwsglobal.org,,,,
283,International Rescue Committee,Richmond,VA,https://www.rescue.org/united-states/richmond-va,VolunteerRichmond@rescue.org,,,,
284,U.S. Committee for Refugees and Immigrants,Colchester,VT,http://refugees.org/field-office/vermont/,vrrp@uscrivt.org,,,To protect the rights and address the needs of persons in forced or voluntary migration worldwide and support their transition to a dignified life,
285,World Relief,Richland,WA,http://worldrelieftricities.org/,,,509-734-5477,,
286,International Rescue Committee,Seattle,WA,https://www.rescue.org/united-states/seattle-wa,jen.skalbeck@rescue.org,,,,
287,Jewish Family Service of Greater Seattle,Seattle,WA,http://www.jfsseattle.org/services/refugees-immigrants/,mhinson@jfsseattle.org,,,,
288,Lutheran Community Services Northwest,Seattle,WA,http://www.lcsnw.org/,bfarmer@lcsnw.org,,(206) 694-5700,,
289,Refugee Resettlement Office,Seattle,WA,http://dioceserroseattle.org/,greg.m.hope@gmail.com,,,,
290,World Relief,Seattle,WA,http://worldreliefseattle.org/,CHanstad@wr.org,,253-277-1121,,
291,Lutheran Community Services Northwest,Spokane,WA,http://www.lcsnw.org/,,,(509) 747-8224,,
292,World Relief,Spokane,WA,http://worldreliefspokane.org/,asimpson@wr.org,,509.484.9829,,
293,Jewish Family Service of Greater Seattle,Tacoma,WA,http://www.jfsseattle.org/services/refugees-immigrants/,volunteer@jfsseattle.org,,,,
294,Lutheran Community Services Northwest,Tacoma,WA,http://www.lcsnw.org/,,,(253) 272-8433,,
295,World Relief,Fox Valley,WI,http://worldrelieffoxvalley.org/,cthao@wr.org,,,,
296,Catholic Charities,Green Bay,WI,,lmartinez@gbdioc.org,,,,
297,Jewish Social Services of Madison,Madison,WI,http://jssmadison.org/,ingrid@jssmadison.org,,,,
298,Lutheran Social Services of Wisconsin and Upper Michigan,Madison,WI,https://www.lsswis.org/LSS.htm,,,608-277-0610,,
299,Catholic Charities,Milwaukee,WI,www.archmil.org,sxiong@ccmke.org,,,,
300,International Institute of Wisconsin,Milwaukee,WI,http://www.iiwisconsin.org/,info@iiwisconsin.org,,,,
301,Lutheran Social Services of Wisconsin and Upper Michigan,Milwaukee,WI,https://www.lsswis.org/LSS.htm,,,414-281-4400,,
302,Pan-African Community Association,Milwaukee,WI,http://www.panafricoma.org/,fmebrahtu@panafricoma.org,,,,
303,Catholic Charities WVa,Wheeling,WV,www.dwc.org/charity/migrationservices.shtml,kkeene@ccwva.org,,,,
304,Church World Service,affiliates listed separately,,https://cwsglobal.org/,info@cwsglobal.org,,,"the relief, development and refugee assistant arm of the Nat'l Council of the Churches of Christ",
305,Episcopal Migration Ministries,affiliates listed separately,,http://www.episcopalmigrationministries.org/,emm@episcopalchurch.org,,,refugee resettlement program of the Episcopal Church; provide assistance to arriving refugees as they adjust to their new communities,
306,HIAS - The Global Jewish Nonprofit,affiliates listed separately,,http://www.hias.org/,,,,protect and advocate for the protection of refugees,
307,United States Conference of Catholic Bishops,Affiliates listed separately,,http://www.usccb.org/about/resettlement-services/,mrs@usccb.org,,,"In partnership with its affiliates, USCCB/MRS resettles approximately 30% of the refugees that arrive in the U.S. each year-help provide food, clothing, shelter, employment, ESL, and orientation to a new community and culture",
308,Ethiopian Community Development Council,"Arlington, VA; Silver Spring, MD; Denver, CO; Las Vegas, NV",,http://www.ecdcus.org/,info@ecdcus.org,,,develops programs that respond to the needs of newcomers in the US and to increase awareness about refugee and newcomer issues at home and abroad,
309,World Relief,Offices listed separately,,https://www.worldrelief.org/,worldrelief@wr.org,,,Partner with local churches to serve refugees,
310,Hearts and Homes for Refugees (HHR),,,http://heartsandhomesforrefugees.org/,,,,,
311,Refugee Education & Adventure CHallenge (REACH),Chicago,IL,www.facebook.com/reach.org,reachinchicago@gmail.com,,,"youth development, summer adventure camp, college readiness, STEAM education, adventure therapy",
312,Iraqi Mutual Aid Society,Chicago,IL,http://www.iraqimutualaid.org/,info@iraqimutualaid.org,,773-409-4597,"Case management, adult ed guidance, senior refugees, community engagement, youth programs, family and child assistance",
313,Rohingya Cultural Center,Chicago,IL,http://rohingyacc.blogspot.com/,rohingyachicago@gmail.com,,,"adult ESL, tutoring, youth soccer, community engagement,",
314,Refugee Immigration Ministry,Malden,MA,http://www.r-i-m.net/,ruth.rim@verizon.net,,,,
315,International Institute of Buffalo,Buffalo,NY,www.iibuff.org,ehassett@iibuff.org,,,"Refugee resettlement, employment, Welcoming; human trafficking and domestic violence survivor programming; interpretation and translation services; education, cultural competency training and international visitors programming",
316,Miry's List,Los angeles,CA,Www.miryslist.org,miry@miryslist.org,,213-359-6794,crowdsourcing donated supplies to new arrival refugee families in California,
317,Colorado African Organization,Denver,CO,www.caoden.org,Jillf@caoden.org,,,Support ongoing needs of refugees after initial resettlement by agencies,
318,Pennsylvania Immigration Resource Center,York,PA,www.pirclaw.org,Emiller@pirclaw.org,,,"Free legal services for asylum seekers in detention and immigrant survivors of domestic violence,sexual assault, and human trafficking in the community",
319,Islamic Community Center of Lancaster,Lancaster,PA,iccl.onemasjid.com,800.iccl@gmail.com,,717-546-4225,Welcoming new neighbors and helping with integration and becoming a good citizen,
320,Muslim Community Center of Indianapolis,Indianapolis,IN,Icclindy.com,Mcci4u@gmail.cok,,,Welcoming new neighbors and assistance with resettlement,
321,Dr Syed Abdul Khader Foundation,Lititz,PA,https://m.facebook.com/DSAKFoundation,dsak.foundation@gmail.com,,,Community building and help with integration,
322,Burmese Rohingya Association USA,Greeley,CO,https://m.facebook.com/Burmese-Rohingya-Association-USA-569081266627961,zayer.rahman@gmail.com,,,Welcoming and resettlement of new community members,
323,Refugee Care Collective,Portland,OR,refugeecarecollective.org,info@refugeecarecollective.org,,,"Restart kits, family mentorship, ESL, etc.",
324,El Zocalo Immigrant Resource Center,Little Rock,AR,http://www.zocalocenter.com/,team@zocalocenter.org,,(501) 301 – 4652,"Food & clothing pantry, life skills education, garden partnerships, referrals to needed services, ESL",
325,Human Rights Initiative of North Texas,Dallas,TX,www.hrionline.org,Ehagberg@hrionline.org,,,"Free legal services to vulnerable immigrants, specifically to asylum-seekers, domestic violence victims, victims of crime, and abused/abandoned unaccompanied immigrant minors.",
326,The International Rescue Committee in Atlanta,Atlanta,GA,https://www.rescue.org/united-states/atlanta-ga,Atlanta@Rescue.org,,,"We provide wraparound services including Healthcare Access, Employment, Education, and Immigration",
327,Washtenaw Literacy,Ypsilanti,MI,http://washtenawliteracy.org/get-help/learn-english,info@washtenawliteracy.org,,734-879-1320,FREE English language tutoring for adults,
328,Refugee Transitions,"San Francisco, Oakland, San Jose",CA,reftrans.org,info@reftrans.org,,415-989-2151,"Education (English language classes, after-school programs, home-based tutoring and mentoring), family engagement programs and community leadership opportunities.",
329,GoldenHearts,Atherton,CA,Gogetfunding.com/goldenhearts,Fujanssen@mac.com,,,GildenHearts supports educational programs in Germany,
330,Refugee Development Center,Lansing,MI,www.rdclansing.org,info@rdclansing.org,,517-999-5090,"After-school, English classes, home visits, summer GLOBE camp, sewing circle, Peace game, girls group, Newcomers soccer team, Young Leaders, Cooking Classes",
331,"Catholic Charities Community Services, Archdiocese of New York",New York,NY,www.catholiccharitiesny.org,kelly.agnew-barajas@archny.org,,,"Reception & Placement, Match Grant, Refugee Social Services Program, Targeted Assistance Grant, Refugee Health Promotion, Safe Passages, Family Case Management Program (case management, education, ESOL, vocational training, job search assistance, job placement, immigration/legal services)",
332,Refugee and Immigrant Fund (RIF),New York,NY,www.rifnyc.org,info@rifnyc.org,,,"Legal Assistance, Asylum Guidance & Orientation, Food Distribution, Urban Farm Fellowships, Activist Fund, Tech Workshops",
333,YMCA Literacy Council,Saint Louis,MO,,jeff.hood@gwrymca.org,,314-776-7102,Free ESL and literacy tutoring,
334,The Spero Project,Oklahoma City,OK,http://www.thecommonokc.com/,hannah@thesperoproject.com,,,"Resettlement, ESL classes, Job search, Cultural orientations, Navigation of medical and social work systems",
335,Friends of Refugees,Clarkston,GA,www.friendsofrefugees.com,info@friendsofrefugees.com,,,"Start:ME small business accelerator, Refugee Career Hub : Cafe Clarkston Employment Center, Refugee Sewing Society, Youth Programs and Summer camp, Jolly Avenue Community Gardens, Embrace Refugee Birth Assistance, Refugee Family Literacy School",
336,Refugee Transitions,San Francisco Bay Area,CA,reftrans.org,info@reftrans.org,,,"Education, Family Engagement, Community Leadership",
337,Partnerships for Trauma Recovery,Berkeley,CA,www.traumapartners.org,mparikh@traumapartners.org,,,Psychosocial services,
338,SMILE for Charity,Passaic,NJ,www.smileforcharity.org,director@smileforcharity.org,,,"Food Pantry, Case Management (Wraparound Services), Provide resources (furniture, household goods, etc.)",
339,Refugee Center Online,Portland,OR,https://therefugeecenter.org/,info@therefugeecenter.org,,,"The Refugee Center Online uses technology to help refugees and displaced individuals build new lives in the United States. Programs include a GED prep course, Teacher Training course, and online resources.",
340,Casa San Jose,Pittsburgh,PA,http://casasanjose.org/,office@casasanjose.org,,412-343-3111,"Resource center for Pittsburgh's Latino community; referrals to social, legal & medical services; youth programs; human rights advocacy; bilingual assistance; ESL tutoring.",
341,Hello Neighbor,Pittsburgh,PA,http://www.helloneighbor.io,sloane@helloneighbor.io,,,"Post-Resettlement, Mentorship, Refugee Assistance Fund",
342,Programme Action Réfugiés Montrésl,Montreal,Quebec,www.actionr.org,clarke@actionr.org,,,Meet detained asylum seekers. Twin refugee women with volunteers. Support sponsored refugees from many countries,
343,HIAS,New York,NY,https://www.hias.org/hias-new-york,hadas.yanay@hias.org,,,"Matching Grant, Targeted Assistance Grant, Reception and Placement, Preferred Communities",
344,Portland Meet Portland,Portland,OR,Portlandmeetportland.org,janell.pmp@gmail.com,,,"Citizenship, ESOL, Professional Development, Mentoring",
345,Serving Our Neighbors (SON) Ministries,Hilliard,OH,www.SON-Ministries.org,info@SON-Ministries.org,,,"Family ESL Program (full family education including academic support for children of all ages), Free Summer Lunch Program, Children's Coat Store, Good Tidings Christmas Store, Connecting Families to Resources",
346,Multicultural Refugee Coalition,Austin,TX,http://www.mrcaustin.org/,merskine@mrcaustin.org,,,"Open Arms textile factory, agriculture program, community center",
347,Syrian American Refugee Aid,Austin,TX,https://www.saraorg.org/,sara@saraorg.org,,(512) 417-5704,"Help for Syrian refugee families in Austin, education, career opportunities",
348,Ahmad Jawid Shirzad,Dallas Tx,TX,,Ahmadjawidshairzad@gmail.com,,,,
349,TentED,Manchester,NH,http://tented.org/,,,,,
350,Refuge Columbus,Columbus,OH,https://www.refugecolumbus.org/,,,,,
351,Son Ministries,Hilliard,OH,http://son-ministries.org/,kemch@SON-Ministries.org,,,,
352,Off the Floor,Pittsburgh,PA,http://offthefloorpgh.org/,info@offthefloorpgh.org,,,,
353,International Neighbors,Charlottesville,VA,www.internationalneighbors.org,susan.parmar@internationalneighbors.org,,,"A network of volunteers who help refugees adjust to their new homes and culture by matching them with Family Friends, enrolling the children in extracurricular activities, providing transportation, helping our neighbors access medical and other resources, obtain driving lessons, and many other services",
354,Nationalities Service Center,Philadaphia,PA,https://nscphila.org,help@nscphila.org,,,"Refugee and Community Integration, English Classes, Promoting Health and Wellness, Employment and Advancement, Protecting Immigrant Rights",
355,World Relief Seattle,Kent,WA,https://worldreliefseattle.org,,,253-277-1121,"Refugee Resettlement Services, Employment Services, English Classes, Immigrant Legal Services, Immigration Detention Ministry, Resilience and Empowerment",
356,Global Washington,Seattle,WA,http://globalwa.org/about-us/contact/,info@globalwa.org,,,Annual Conference,
357,"Acculturation for Justice, Access & Peace Outreach",Pittsburgh,PA,http://www.ajapopittsburgh.org/about_us1.aspx,info@ajapopittsburgh.org,,,"Refugee Resettlement, Employment Services, Family Cohesion & Empowerment, Immigration Services, Youth Development",
358,Asian Counseling and Referral Service,Seattle,WA,https://acrs.org,info@acrs.org,,,"Aging Services for Older Adults, Behavioral Health and Wellness, Employment and Training Services, Child & Youth Development, Citizenship & Immigration, Democracy in Action, Recovery Services",
359,Catholic Community Services of Western Washington - Catholic Immigration Legal Services (Seattle Office),Seattle,WA,http://ccsww.org/get-help/specialized-services/refugee-immigration-services/,ccskingcountyinfo@ccsww.org,,(206) 323-6336,,
360,Interchurch Refugee Ministries - Refugee Resettlement Offices,Seattle,WA,http://www.dioceserroseattle.org,info@rroseattle.org,,(206) 323-3152,"Resettlement, Immigration Services, English as a Second Language, Intensive ESL, Employment, Individual Development Account, Micro-Enterprise Programs, Refugee Childcare, Micro-enterprise Program",
361,International Rescue Committee (Seattle Office),Seattle,WA,https://www.rescue.org,DonorServices@rescue.org,,212-551-3000,"Better aid, Airbel Center,",
362,Lutheran Community Services Northwest - Refugee Program (Seattle Office),Seattle,WA,http://www.lcsnw.org/services.html,,,(206) 694-5700,"Behavioral Health Services, Family & Community Support, Child Welfare Programs, Refugee & Immigrant Services, Senior & Disability Services, Crime Victims Services",
363,OneAmerica,Seattle,WA,http://weareoneamerica.org,%20info@weareoneamerica.org,,206-723-2203,"Community Organizing, Policy Advocacy & Research, Civic Engagement, Communications and Media",
364,Refugee Resettlement Office,Seattle,WA,https://www.acf.hhs.gov/orr,ORRDirector@acf.hhs.gov,,202-401-9246,"Refugee Agricultural Partnership Program (RAPP), Services to Older Refugees, Individual Development Accounts, Refugee School Impact Program, Wilson-Fish (WF), Refugee Social Services, Targeted Assistance, Cash and Medical Assistance (CMA), Coordinated Placement, Cuban Haitian, Refugee Health Promotion, Emotional Wellness, Services for Survivors of Torture, Microenterprise Development, Refugee Family Child Care, Matching Grant Program, Ethnic Community Self-Help, Unaccompanied Alien Children",
365,St. James Immigrant Assistance,Seattle,WA,http://www.stjames-cathedral.org/immigrant/,ckoehler@stjames-cathedral.org,,206-382-4511,"ESL Tutoring, Citizenship Preparation Tutoring and Classes, Naturalization Application Assistance – BIA Accredited and Recognized, Elder Integration",
366,Tacoma Community House,Seattle,WA,http://www.tacomacommunityhouse.org,info@tacomacommunityhouse.org,,(253) 383-3951,"Basic Education for Adults (BEdA), English Language Acquisition (ELA), Tutoring, Nursing Assistant Certification Program, Adult Employment Services, Read2Me, Crime Victim Advocacy, Immigration",
367,Washington CAN! (Washington Community Action Network),Seattle,WA,http://washingtoncan.org/wordpress/,info@washingtoncan.org,,206-389-0050,Field And Phone Canvasses,
368,Greater Boston Legal Services,Boston,MA,https://www.gbls.org,jbowman@gbls.org,,617-371-1234,"Asian Outreach, Cambridge and Somerville Legal Services, Children’s Disability Project, Consumer Rights Advocacy and Community Education, CORI & Re-Entry Project, Elder, Health and Disability, Employment: Protecting the Rights of Low Wage Workers, Family Law, Housing, Immigration Unit: Protecting Human Rights, Welfare: Preserving an Income Safety Net and Assisting the Transition to Work",
369,International Institute Of Boston,Boston,MA,https://iine.org,info@iine.org,,617-695-9990,"Refugee Resettlement, Case Management, Health and Mental Health Service Navigation, Education and Literacy, Case Management, Employment, Civic Engagement",
370,Irish International Immigrant Center,Boston,MA,http://www.iiicenter.org,ifriedmanboyce@goodwinlaw.com,,,"Immigration Legal Services,Wellness Services, Education Services, Learning Exchange Programs",
371,Lawyers Committee for Civil Rights and Economic Justice,Boston,MA,http://lawyerscom.org,ifriedmanboyce@goodwinlaw.com,,(617) 482-1145,"Economic Justice Project, Education Project, Employment Project, Health Disparities",
372,Massachusetts Immigrant and Refugee Advocacy Coalition (MIRA),Boston,MA,https://www.miracoalition.org,jrivera@miracoalition.org,,617-350-5480,"New American Integration Program (NAIP), Justice AmeriCorps Massachusetts",
373,Mayor's Office for Immigrant Advancement,Boston,MA,https://www.boston.gov/departments/immigrant-advancement,IMMIGRANTADVANCEMENT@BOSTON.GOV,,617-635-2980,"English classes, legal services, healthcare, jobs",
374,PAIR (Political Asylum/Immigration Representation Project),Boston,MA,https://www.pairproject.org,asharma@pairproject.org,,617-742-9296,Legal services,
375,Student Immigrant Movement,Boston,MA,http://simforus.org,info@simforus.com,,,"College Access Program, Summer Liberation Program, Queer Undocumented Immigrant Project, ndocuBlack SIM, Deportation Defense, SIM Artistry",
376,Nationalities Service Center Of Philidelphia,Philadelphia,PA,https://nscphila.org,help@nscphila.org,,215-893-8400,"Refugee and Community Integration, English Classes in Center City Philadelphia, Promoting Health and Wellness, Employment and Advancement, Protecting Immigrant Rights, Interpretation and Translation Services",
377,Asian American LEAD,Washington,DC,http://www.aalead.org,mnguyen@aalead.org,,202-884-0322,"After School Program, Youth Mentoring Program, Summer Programs",
378,Ayuda,Washington,DC,http://volunteers.ayudainc.net/site/PageNavigator/homepage.html,info@ayudainc.net,,202-387-4848,"Haiti Camp de l'Amitie Program, AYUDA Programs in Santo Domingo, Dominican Republic, AYUDA Summer Program Ecuador 2012",
379,Capital Area Immigrant Rights,Washington,DC,https://www.caircoalition.org,,,,"Detained Adult Program, Detained Children's Program, Virginia Justice Program, Community Conversations Project, Advocacy and Impact",
380,Esperanza Education Fund,Washington,DC,http://www.esperanzafund.org,veronica.marin@esperanzafund.org,,202-656-4673,,
381,Many Languages One Voice,Washington,DC,http://www.mlovdc.org,sapna(at)mlovdc.org,,202-838-6568,"Health Organizing program, SMART (Student Multiethnic Action Research Team) program",
382,National Immigration Law Center (NILC),Washington,DC,https://www.nilc.org,michael@caircoalition.org,,213-639-3900,,
383,U.S. Committee for Refugees and Immigrants,Arlington,VA,http://refugees.org,jmontour@uscritx.org,,703.310.1130,"Jobs, education, and health, etc",
384,Rumi Forum,Washington,DC,http://rumiforum.org,info@rumiforum.org,,info@rumiforum.org,,
385,African Community Center,Silver Spring,MD,http://www.acc-dc.org,volunteer@ecdcus.org,,301-562-7303,"Reception and Placement (R&P) Program, Public Private Partnership (PPP) Program, Project KNOW, Virginia Foundation for Healthy Youth (VFHY) PROJECT, Match Grant (MG) Program, Ethnic Program, Preferred Communities",
386,International Rescue Committee,Silver Spring,MD,https://www.rescue.org/united-states/silver-spring-md,DonorServices@rescue.org,,(301) 562-8633,,
387,Just Neighbors,Arlington,VA,https://www.justneighbors.org/financial-information/,info@justneighbors.org,,703-979-1240,,
388,Legal Aid Justice Center,Arlington,VA,https://www.justice4all.org,twallace@justice4all.org,,703-778-3450,"Civil Rights & Racial Justice Program, Economic Justice Program, JustChildren Program, Immigrant Advocacy Program",
389,Lutheran Social Services Of The National Capitol Area,Arlington,VA,http://lssnca.org,ConnellC@lssnca.org,,703-698-5026,"Children's Services, Refugee & Immigrant Services, Youth Haven",
390,Refugee Services (Arlington),Arlington,VA,http://www.ccda.net/programs_mrs.php,info@ccda.net,,703-841-3879,"Crisis Response, Dignity of Life, Health, Immigrants and Refugees, Transformational Housing",
391,The Dream Project,Arlington,VA,http://www.dreamproject-va.org,info@dreamproject-va.org,,(703) 672-1541,,
392,Virginia Coalition of Latino Organizations,Arlington,VA,http://vacolao.org,vacolao@gmail.com,,703-772-1555,,
393,Cultural Orientation Resource Exchange,Washington,DC,https://coresourceexchange.org,,,,"Cultural Orientation Certification Course, Professional Development, cultural and linguistic adaptability",
394,Rumi Forum,Washington,DC,http://rumiforum.org/about-rumi-forum/,info@rumiforum.org,,(202) 429 1690,,
395,United We Dream,Washington,DC,https://unitedwedream.org,info@unitedwedream.org,,,"Deferred Action (DACA), Queer Undocumented Immigrant Project (QUIP), DREAM Educational Empowerment Program (DEEP)",
396,Empowered Women International,Alexandria,VA,http://ewint.org/about/,info@ewint.org,,571-312-4781,"Entrepreneur Training for Success, Grow My Business Program (GMB)",
397,Casa Marianella,Austin,TX,http://www.casamarianella.org/,jlong@casamarianella.org,,,"emergency shelter for men and women, shelter for women and children, legal clinic, ESL classes, hosting program, housing services",
398,Partnerships for the Advancement of New Americans,San Diego,CA,https://www.panasd.org,info@panasd.org,,(619) 732-6793,,
399,Program for Immigrant Entrepreneurs SBDC-Duquesne,Pittsburgh,PA,www.sbdc.duq.edu,rondon@duq.edu,,412-396-5670,Start Up a Business,
400,IMPACT,Silver Spring,MD,https://impactsilverspring.org,info@impactsilverspring.org,,301-298-5117,,
401,Somali Community Services,Seattle,WA,http://www.somcss.net,somcss@yahoo.com,,206 760-1181,Elderly Nutrition Program,
402,Central American Resource Center (CARECEN),Washington,DC,http://carecendc.org,info@carecendc.org,,(202) 328-9799,"IMMIGRATION LEGAL SERVICES, HOUSING SERVICES, CITIZENSHIP",
403,ACCESS (Arab Community Center for Economic and Social Services),Dearborn,MI,https://www.accesscommunity.org,,,(313) 842-7010,"Arab American National Museum, Center for Arab American Philanthropy, National Network for Arab American Communities",
404,Global Detroit,Detroit,MI,http://www.globaldetroit.com,primary@globaldetroit.com,,,,
405,Global Ties Detroit,Detroit,MI,http://www.globaltiesdetroit.org,mail@globaltiesdetroit.org,,(313) 638-1626,,
406,Hope & Sesame,Austin,TX,https://hopeandsesame.org,,,,"Empowering refugee women in the Austin, Texas community",
407,Tiyya,Santa Ana,CA,https://www.tiyya.org/,info@tiyya.org,(714) 547-5050,,"Leadership and Employment Adult Workshops, All STAR Youth Program, Family Mentoring, Dinner with Refugees, Diaper Program",
408,Gershon Joseph,Thailand,Thailand,dj5606984@gmail.com,dj5606984@gmail.com,945483849,,refugees,
409,Soft Landing Missoula,Missoula,MT,softlandingmissoula.org,info@softlandingmissoula.org,(406) 493-0504,,"Direct services to refugees, community engagement opportunities, Education and outreach to create a welcoming and informed community.",
410,International Neighbors,Charlottesville,VA,www.internationalneighbors.org,kari.miller@internationalneighbors.org,434-242-2409,,"Family Friendships (matching refugees/locals), Kids in Extracurriculars/Camps, Driving the Dream (driving instruction and vehicle donation), Skills for Success (helping adults learn English in their own homes/furthering education)",
411,Global Center for Refugee Education and Science (GCRES),Alexandria,VA,www.gcres.org,info@gcres.org,571-494-1667,,Intensive English training for refugee women,
412,Global Wordsmiths,Pittsburgh,PENNSYLVANIA,www.globalwordsmiths.com,info@globalwordsmiths.com,4122280240,,"Language Access Advocacy, Interpretation, Translation",
413,ReEstablish Richmond,Richmond,VA,https://www.reestablishrichmond.org,info@reestablishrichmond.org,804-552-5525,,"Transportation, Community Engagement, Health + Wellness",
414,Second Families,San Diego,Ca,https://www.facebook.com/secondfamiliesdotnet/,secondfamilies@hotmail.com,,,,
415,Americana World Community Center,Louisville,KY,http://americanacc.org/,,,(502) 366-7813,"3 different types programs targeted towards youths, families, and communities (http://americanacc.org/about-us/programs/)",
416,Refugee Louisville,Louisville,KY,https://www.refugelouisville.com/about/,INFO @ REFUGELOUISVILLE.COM,,502-785-9577,,
417,Welcoming Center for New Pensylavnians,Philadelphia,PA,https://welcomingcenter.org/,info@welcomingcenter.org,,215.557.2626,"Accelerating immigrant integration and economic advancement through education and training, employment, and entrepreneurship.",
418,Refugee Women's Alliance,Seattle,WA,https://www.rewa.org,,,206-721-0243,"Behavioral Health Program, Domestic Violence Program, Early Learning Center, Employment and Vocational Training, English-as-a-Second-Language (ESL), Family Empowerment Program, Housing and Homeless Prevention, Naturalization and Legal Services, Senior Program, Youth Program",
419,Jewish Family & Children's Service,Pittsburgh,PA,http://www.jfcspgh.org/about-us.aspx,info@jfcspgh.org,,412-422-7200,"Adoption, Career Services, Counseling, Critical Needs, Elder & Senior Care, Food Pantry, Guardianship, Immigrants & Refugees, Special Needs",
420,Northwest Immigration Rights Project,Seattle,WA,https://www.nwirp.org/donate-cs/,development@nwirp.org,,206-957-8605,"Impact Ligitation, Community Education, Direct Legal Services",
421,Northern Area Multi Service Center,Pittsburgh,PA,http://buildingindependence.org/nams/community-assistance-and-refugee-resettlement/,,,412-781-1176,"Reception and Placement, Matching Grant, Stated Funded Grants, Immigrant Services and Connections (ISAC)",
422,Community Refugee And Immigration Services,Columbus,OH,http://www.crisohio.org,ahakim@cris-ohio.org,,614-235-5747,"Resettlement, City Program,Victims of Crime Assistance (VOCA), Older Refugee & Immigrant Program, Ohio’s Early Intervention Program, Parenting for LEP Families, Refugee Health and Wellness, Employment & ESL, Legal Services",
423,Us Together - Columbus Office,Columbus,OH,http://ustogether.us,,,614-437-9941,"Access to Health, Family Strengthening, ESL Classes & Tutoring, Community Consultation & Technical Assistance, Women Empowerment Program, Financial Literacy Program, Survivors of Torture",
