Timestamp,Name of refugee or immigrant assistance agency,City,State,Country,Website,Contact Information (Email),Contact Information (Phone Number),Contact Information (Phone Number),Partners or Collaborating Organizations,Core Program Offerings,What are the current needs for volunteers or other?,Additional comments?,Who are you? (Ok to leave blank),Your email address
2/15/17 13:00,Interfaith Refugee Ministry,New Bern,NC,,http://helpingrefugees.org/,shusson@helpingrefugees.org,,,Episcopal Migration Ministries,,,,,
2/15/17 13:00,Lutheran Services Carolinas,Raleigh,NC,,http://www.lscarolinas.net/,contactus@LSCarolinas.net,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,U.S. Committee for Refugees and Immigrants,Raleigh,NC,,http://refugees.org/field-office/north-carolina/,info@uscrinc.org,,,,to protect the rights and address the needs of persons in forced or voluntary migration worldwide and support their transition to a dignified life,,,,
2/15/17 13:00,Interfaith Refugee Ministry,Wilmington,NC,,http://helpingrefugees.org/,spascal@helpingrefugees.org,,,Episcopal Migration Ministries,,,,,
2/15/17 13:00,World Relief,Winston-Salem,NC,,http://worldreliefhighpoint.org/,cvanormer@wr.org,,,,,,,,
2/15/17 13:00,Lutheran Social Services of North Dakota,Bismarck,ND,,http://www.lssnd.org/,info@lssnd.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Lutheran Social Services of North Dakota,Fargo,ND,,http://www.lssnd.org/,info@lssnd.org,,,"Episcopal Migration Ministries, Lutheran Immigration and Refugee Service",,,,,
2/15/17 13:00,Lutheran Social Services of North Dakota,Grand Forks,ND,,http://www.lssnd.org/,info@lssnd.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Catholic Social Services,Lincoln,NE,,,mlopez@cssisus.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Lutheran Refugee Services,Lincoln,NE,,http://www.lfsneb.org/community/refugee.asp,vpejanovic@lfsneb.org,,,Church World Service,,,,,
2/15/17 13:00,Lutheran Family Services of Nebraska,Omaha,NE,,https://www.lfsneb.org/,hr@lfsneb.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Lutheran Refugee Services,Omaha,NE,,http://www.lfsneb.org/community/refugee.asp,joladipo@lfsneb.org,,,Church World Service,,,,,
2/15/17 13:00,Refugee Empowerment Center,Omaha,NE,,http://refugeeempowerment.org/,amohamed@RefugeeEmpowerment.org,,,Ethiopian Community Development Council,,,,,
2/15/17 13:00,International Institute of New Hampshire,Manchester,NH,,https://iine.org/,info@iine.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,International Rescue Committee,Elizabeth,NJ,,https://www.rescue.org/united-states/elizabeth-nj,NewJersey@rescue.org,,,,,,,,
2/15/17 13:00,Church World Service,Jersey City,NJ,USA,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.593144-Church_World_Service_Jersey_City_Office,immigration@cwsglobal.org,,,,Non-Profit approved NGO for Refugee resettlement,,,,
2/15/17 13:00,IRP Jersey City,Jersey City,NJ,,http://cwsjerseycity.org/,mjohnson@cwsglobal.org,,,Church World Service,,,,,
2/15/17 13:00,Jersey City Vigil for Refugees,Jersey City,NJ,,http://www.jcvigilforrefugees.org/,jcvigilforrefugees@gmail.com,,,,"Provide a friendly presence, act as cultural liasons, and make a diference for human rights by aiding families who have survived the worst forms of inhumanitP",,,,
2/15/17 13:00,Refugee Assistance Morris Partners,Morristown,NJ,,http://www.rampnj.org/,info@rampnj.org,,,,"RAMP is a non-profit coalition of faith-based organizations dedicated to helping families from Middle-Eastern refugee camps transition to productive lives of dignity, safety and hope in the Morris County area of New Jersey.",,,,
2/15/17 13:00,Catholic Charities of the Archdiocese of Newark,Newark,NJ,,http://www.ccannj.com/,mbiancheri@ccannj.org,,,,overseeing the resettlement of 51 families starting in March,,,,
2/15/17 13:00,Congregation Beth El,South Orange,NJ,,https://www.bethelnj.org/,info@bethelnj.org,,973-763-0111,Church World Service,,,,,
2/15/17 13:00,Oheb Shalom Congregation,South Orange,NJ,,https://www.ohebshalom.org/,info@ohebshalom.org,,973.762.7067,Church World Service,,,,,
2/15/17 13:00,Temple Sharey Tefilo-Israel,South Orange,NJ,,https://www.tsti.org/,N/A,,973-763-4116,,partnering with Church World Services to resettle refugee families in the area,,,,
2/15/17 13:00,Syria Supper Club,,NJ,,https://www.signupgenius.com/go/60b084da9ab23a02-syrian,syriasupperclub@gmail.com,,,,support families of refugees recently resettled in NJ,,,,
2/15/17 13:00,Catholic Charities of Central New Mexico,Albuquerque,NM,,,gannonj@ccasfnm.org (DIrector),,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Lutheran Family Services Rocky Mountains,Albuquerque,NM,,http://www.lfsrm.org/,refugee@lfsrm.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Catholic Charities of Southern Nevada,Las Vegas,NV,,,mdevetak@catholiccharities.com,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Northern Nevada International Center,Reno,NV,,http://www.unr.edu/nnic,cblack@unr.edu,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,U.S. Committee for Refugees and Immigrants,Albany,NY,,http://refugees.org/field-office/albany/,info@uscri-albany.org,,,,,,,,
2/15/17 13:00,Catholic Charities of Buffalo,Buffalo,NY,,http://www.ccwny.org,ann.brittain@ccwny.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,International Institute of Buffalo,Buffalo,NY,,http://www.iibuff.org/,dbeehag@iibuff.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,"Journey's End Refugee Services, Inc.",Buffalo,NY,,http://www.jersbuffalo.org/,kscott@jersbuffalo.org,,,"Church World Service, Episcopal Migration Ministries",,,,,
2/15/17 13:00,Jewish Family Service of Buffalo and Erie County,Buffalo,NY,,https://www.jfsbuffalo.org/,info@jfsbuffalo.org,,,HIAS - The Global Jewish Nonprofit,,,to protect the rights and address the needs of persons in forced or voluntary migration worldwide and support their transition to a dignified life,,
2/15/17 13:00,Catholic Charities,New York,NY,,,aberisha@ccbq.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities Community Services,New York,NY,,,Kelly.Agnew-Barajas@archny.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,CUNY Citizenship Now!,New York,NY,,http://www1.cuny.edu/sites/citizenship-now/,zachary.shultz@cuny.edu,,,,"provides free, high quality, and confidential immigration law services to help individuals and families on their path to US citizenship",,,,
2/15/17 13:00,International Rescue Committee,New York,NY,,https://www.rescue.org/united-states/new-york-ny,VolunteerNY@rescue.org,,,,,,,,
2/15/17 13:00,Rutgers Presbyterian Church,New York,NY,USA,https://www.rutgerschurch.org/,dmammen@rutgerschurch.org,,,,Outreach program to assist resettlement,,,,
2/15/17 13:00,Jewish Family Service of Buffalo and Erie County,Niagara Falls,NY,,https://www.jfsbuffalo.org/,info@jfsbuffalo.org,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Catholic Family Center,Rochester,NY,,http://www.cfcrochester.org/pg/resettlement-program,lhoyt@cfcrochester.org,,,Church World Service,,,,,
2/15/17 13:00,Catholic Family Center,Rochester,NY,,,lhoyt@cfcrochester.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities,Rockville Centre,NY,,www.catholiccharities.cc,maquilon.carmen@catholiccharities.cc,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities of Onondaga County,Syracuse,NY,,,mmelara@ccoc.us,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,"InterFaith Works of Central New York, Inc.",Syracuse,NY,,http://interfaithworkscny.org/blog/programs/center-for-new-americans/,osephuma@interfaithworkscny.org,,,"Church World Service, Episcopal Migration Ministries",,,,,
2/15/17 13:00,Mohawk Valley Resource Center for Refugees,Utica,NY,,https://www.mvrcr.org/,dzevadr@mvrcr.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,International Institute of Akron,Akron,OH,,http://iiakron.org/,mary.raitano@iiakron.org (Director),,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,World Relief,Akron,OH,,http://worldreliefakron.org/,kulmer@wr.org (Director),,,,,,,,
2/15/17 13:00,Catholic Charities Southwestern Ohio,Cincinnati,OH,,http://ccswoh.org,mzarnitz@ccswoh.org,,,United States Conference of Catholic Bishops,"Legal immigration services, case mgmt,",,,,
2/15/17 13:00,Su Casa,Cincinnati,OH,,http://www.ccswoh.org/about/locations/,N/A,,,,ESL,,,,
2/15/17 13:00,Catholic Charities Health and Human Services,Cleveland,OH,,,pgareau@clevelandcatholiccharities.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Cleveland Catholic Charities,Cleveland,OH,,http://www.clevelandcatholiccharities.org/ccpcm/migration.htm,txmrosko@ccdocle.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,U.S. Committee for Refugees and Immigrants,Cleveland,OH,,http://refugees.org/field-office/cleveland/,info@uscrioh.org,,,,to protect the rights and address the needs of persons in forced or voluntary migration worldwide and support their transition to a dignified life,,,,
2/15/17 13:00,US Together,Cleveland,OH,,http://ustogether.us/,htarkhanova@ustogether.us,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Catholic Social Services of the Miami Valley,Dayton,OH,,,murphym@cssmv.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,US Together,Toledo,OH,,http://ustogether.us/,cdehabey@ustogether.us,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Catholic Charities,Oklahoma City,OK,,,jlewis@ccaokc.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities,Tulsa,OK,,,aknecht@catholiccharitiestulsa.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities,Portland,OR,,,tsoneoulay@catholiccharitiesoregon.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Immigrant and Refugee Community Organization,Portland,OR,,https://www.irco.org/,info@irco.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,Lutheran Community Services Northwest,Portland,OR,,http://www.lcsnw.org/,N/A,,(503) 231-7480,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Sponsors Organized to Assist Refugees (SOAR),Portland,OR,,http://www.emoregon.org/soar.php,vvila@emoregon.org,,,Church World Service,,,,,
2/15/17 13:00,Catholic Charities,Erie,PA,,,jhaas@cccas.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,U.S. Committee for Refugees and Immigrants,Erie,PA,,http://refugees.org/field-office/erie/,info@uscri-erie.org,,,,to protect the rights and address the needs of persons in forced or voluntary migration worldwide and support their transition to a dignified life,,,,
2/15/17 13:00,Catholic Charities of Harrisburg,Harrisburg,PA,,,ahabeeb@cchbg.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Church World Service IRP,Lancaster,PA,,http://www.cwsglobal.org/our-work/refugee-services/locations/lancaster.html,smastropietro@cwsglobal.org,,,Church World Service,,,,,
2/15/17 13:00,HIAS Pennsylvania,Philadelphia,PA,,http://hiaspa.org/,cmillerwilson@hiaspa.org,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Nationalities Service Center,Philadelphia,PA,,https://nscphila.org/,dbossert@nscphila.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,Greater Pittsburgh Literacy Council,Pittsburgh,PA,USA,https://www.gplc.org/,info@gplc.org,,,,ESL Classes,,,Sloane Davidson @sloane,
2/15/17 13:00,Jewish Family and Children's Services of Pittsburgh,Pittsburgh,PA,,http://www.jfcspgh.org/immigrants--refugees/refugee-resettlement.aspx,laizenman@jfcspgh.org,,,HIAS - The Global Jewish Nonprofit,"Reception and Placement, Housing, Job Placement",,,,
2/15/17 13:00,Northern Area Companies,Pittsburgh,PA,,http://www.northernareacompanies.com/,N/A,,412-781-1176,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,Northern Area Multi Service Center's Community Assistance and Refugee Resettlement,Pittsburgh,PA,USA,http://buildingindependence.org/nams/community-assistance-and-refugee-resettlement/,N/A,,,,"Reception and Placement, Housing, Job Placement",,,Sloane Davidson @sloane,
2/15/17 13:00,Catholic Charities of Pittsburgh,Pittsburgh,PA,,www.ccpgh.org,cniebel@ccpgh.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Social Services,Scranton,PA,,,jjeffers@cssscranton.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Social Service of Rhode Island,Providence,RI,,,scarrera@dioceseofprovidence.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Dorcas International Institute of Rhode Island,Providence,RI,,http://www.diiri.org/,volunteers@diiri.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,Lutheran Services Carolinas,Columbia,SC,,http://www.lscarolinas.net/,N/A,,803.750.9917,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,World Relief,Spartanburg,SC,,http://worldreliefspartanburg.org/,kdodson@wr.org,,864-729-8655,,,,,,
2/15/17 13:00,Lutheran Social Services of South Dakota,Huron,SD,,http://www.lsssd.org/,Linda.Jensen@LssSD.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Lutheran Social Services of South Dakota,Sioux Falls,SD,,http://www.lsssd.org/,Linda.Jensen@LssSD.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,World Relief,Memphis,TN,,http://worldreliefmemphis.org/,cgross@wr.org,,,,,,,,
2/15/17 13:00,Catholic Charities of Tennessee,Nashville,TN,,,kbranson@cctenn.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Nashville International Center for Empowerment,Nashville,TN,,http://www.empowernashville.org/,gatluak@empowernashville.org,,,Ethiopian Community Development Council,,,,,
2/15/17 13:00,World Relief,Nashville,TN,,http://worldreliefnashville.org/,lauman@wr.org,,,,,,,,
2/15/17 13:00,International Rescue Committee,Abilene,TX,,https://www.rescue.org/united-states/abilene-tx,VolunteerAbilene@Rescue.org,,,,,,,,
2/15/17 13:00,Catholic Charities of the Texas Panhandle,Amarillo,TX,,www.catholicfamilyservice.org,NKoons@cctxp.org (Director),,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,"Refugee Services of Texas, Inc.",Amarillo,TX,,http://www.refugeeservicesoftexas.org/,nlowe@rstx.org (Director),,,"Church World Service, Episcopal Migration Ministries, Lutheran Immigration and Refugee Service","REFUGEE YOUTH PROGRAM, THE SURVIVORS OF TRAFFICKING EMPOWERMENT PROGRAM",,,,
2/15/17 13:00,"Refugee Services of Texas, Inc.",Austin,TX,,http://www.refugeeservicesoftexas.org/,eschmidt@rstx.org,,,"Church World Service, Episcopal Migration Ministries",,,,,
2/15/17 13:00,Catholic Charities of Corpus Christi,Corpus Christi,TX,,,kseger@diocesecc.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities of Dallas,Dallas,TX,,,aknox@ccdallas.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,International Rescue Committee,Dallas,TX,,https://www.rescue.org/united-states/dallas-tx,VolunteerDallas@Rescue.org,,,,,,,,
2/15/17 13:00,"Refugee Services of Texas, Inc.",Dallas,TX,,http://www.refugeeservicesoftexas.org/,lmvalo@rstx.org,,,"Church World Service, Episcopal Migration Ministries, Lutheran Immigration and Refugee Service",,,,,
2/15/17 13:00,Diocesan Migrant and Refugee Services,El Paso,TX,,http://dmrs-ep.org,mlopez@dmrs-ep.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Charities,Fort Worth,TX,,www.ccdofw.org,jdemers@ccdofw.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,"Refugee Services of Texas, Inc.",Fort Worth,TX,,http://www.refugeeservicesoftexas.org/,lamara@rstx.org,,,"Church World Service, Episcopal Migration Ministries, Lutheran Immigration and Refugee Service",,,,,
2/15/17 13:00,World Relief,Fort Worth,TX,,http://worldrelieffortworth.org/,lboyd@wr.org,,,,,,,,
2/15/17 13:00,Catholic Charities,Houston,TX,,,aademi@catholiccharities.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Interfaith Ministries for Greater Houston,Houston,TX,,http://www.imgh.org/refugee-services,aalsudani@imgh.org,,,"Church World Service, Episcopal Migration Ministries",,,,,
2/15/17 13:00,"Refugee Services of Texas, Inc.",Houston,TX,,http://www.refugeeservicesoftexas.org/,houston@rstx.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,YMCA International Services,Houston,TX,,https://www.ymcahouston.org/ymca-international/,joseph.saceric@ymcahouston.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,International Rescue Committee,Midland,TX,,https://www.rescue.org/united-states/midland-tx,VolunteerMidland@Rescue.org,,,,,,,,
2/15/17 13:00,Catholic Charities,San Antonio,TX,,,afernandez@ccaosa.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Catholic Community Servies of Utah,Salt Lake City,UT,,www.ccsutah.org,abatar@ccsutah.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,International Rescue Committee,Salt Lake City,UT,,https://www.rescue.org/united-states/salt-lake-city-ut,volunteerSLC@rescue.org,,,,,,,,
2/15/17 13:00,Catholic Charities,Arlington,VA,,,pmaloof@ccda.net,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,International Rescue Committee,Charlottesville,VA,,https://www.rescue.org/united-states/charlottesville-va,VolunteerCharlottesville@rescue.org,,,,,,,,
2/15/17 13:00,Lutheran Social Services of the National Capital Area,Falls Church,VA,,http://lssnca.org/,OsmanR@lssnca.org,,,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Catholic Charities,Fredericksburg,VA,,www.arlingtondiocese.org,abennett@ccda.net,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,CWS IRP Virginia,Harrisonburg,VA,,http://harrisonburgrefugees.com/,jhershberger@cwsglobal.org,,,Church World Service,,,,,
2/15/17 13:00,Commonwealth Catholic Charities,Richmond,VA,,,lisa.gibson@cccofva.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,CWS IRP Virginia,Richmond,VA,,http://harrisonburgrefugees.com/,jbaumann@cwsglobal.org,,,Church World Service,,,,,
2/15/17 13:00,International Rescue Committee,Richmond,VA,,https://www.rescue.org/united-states/richmond-va,VolunteerRichmond@rescue.org,,,,,,,,
2/15/17 13:00,U.S. Committee for Refugees and Immigrants,Colchester,VT,,http://refugees.org/field-office/vermont/,vrrp@uscrivt.org,,,,To protect the rights and address the needs of persons in forced or voluntary migration worldwide and support their transition to a dignified life,,,,
2/15/17 13:00,World Relief,Richland,WA,,http://worldrelieftricities.org/,N/A,,509-734-5477,,,,,,
2/15/17 13:00,International Rescue Committee,Seattle,WA,,https://www.rescue.org/united-states/seattle-wa,jen.skalbeck@rescue.org,,,,,,,,
2/15/17 13:00,Jewish Family Service of Greater Seattle,Seattle,WA,,http://www.jfsseattle.org/services/refugees-immigrants/,mhinson@jfsseattle.org,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Lutheran Community Services Northwest,Seattle,WA,,http://www.lcsnw.org/,bfarmer@lcsnw.org,,(206) 694-5700,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Refugee Resettlement Office,Seattle,WA,,http://dioceserroseattle.org/,greg.m.hope@gmail.com,,,Episcopal Migration Ministries,,,,,
2/15/17 13:00,World Relief,Seattle,WA,,http://worldreliefseattle.org/,CHanstad@wr.org,,253-277-1121,,,,,,
2/15/17 13:00,Lutheran Community Services Northwest,Spokane,WA,,http://www.lcsnw.org/,N/A,,(509) 747-8224,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,World Relief,Spokane,WA,,http://worldreliefspokane.org/,asimpson@wr.org,,509.484.9829,,,,,,
2/15/17 13:00,Jewish Family Service of Greater Seattle,Tacoma,WA,,http://www.jfsseattle.org/services/refugees-immigrants/,volunteer@jfsseattle.org,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Lutheran Community Services Northwest,Tacoma,WA,,http://www.lcsnw.org/,N/A,,(253) 272-8433,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,World Relief,Fox Valley,WI,,http://worldrelieffoxvalley.org/,cthao@wr.org,,,,,,,,
2/15/17 13:00,Catholic Charities,Green Bay,WI,,,lmartinez@gbdioc.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Jewish Social Services of Madison,Madison,WI,,http://jssmadison.org/,ingrid@jssmadison.org,,,HIAS - The Global Jewish Nonprofit,,,,,
2/15/17 13:00,Lutheran Social Services of Wisconsin and Upper Michigan,Madison,WI,,https://www.lsswis.org/LSS.htm,N/A,,608-277-0610,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Catholic Charities,Milwaukee,WI,,www.archmil.org,sxiong@ccmke.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,International Institute of Wisconsin,Milwaukee,WI,,http://www.iiwisconsin.org/,info@iiwisconsin.org,,,U.S. Committee for Refugees and Immigrants,,,,,
2/15/17 13:00,Lutheran Social Services of Wisconsin and Upper Michigan,Milwaukee,WI,,https://www.lsswis.org/LSS.htm,N/A,,414-281-4400,Lutheran Immigration and Refugee Service,,,,,
2/15/17 13:00,Pan-African Community Association,Milwaukee,WI,,http://www.panafricoma.org/,fmebrahtu@panafricoma.org,,,Ethiopian Community Development Council,,,,,
2/15/17 13:00,Catholic Charities WVa,Wheeling,WV,,www.dwc.org/charity/migrationservices.shtml,kkeene@ccwva.org,,,United States Conference of Catholic Bishops,,,,,
2/15/17 13:00,Church World Service,affiliates listed separately,,,https://cwsglobal.org/,info@cwsglobal.org,,,,"the relief, development and refugee assistant arm of the Nat'l Council of the Churches of Christ",,One of the 9 national voluntary agencies that fund local direct service agencies,,
2/15/17 13:00,Episcopal Migration Ministries,affiliates listed separately,,,http://www.episcopalmigrationministries.org/,emm@episcopalchurch.org,,,,refugee resettlement program of the Episcopal Church; provide assistance to arriving refugees as they adjust to their new communities,,One of the 9 national voluntary agencies that fund local direct service agencies,,
2/15/17 13:00,HIAS - The Global Jewish Nonprofit,affiliates listed separately,,,http://www.hias.org/,N/A,,,,protect and advocate for the protection of refugees,,One of the 9 national voluntary agencies that fund local direct service agencies,,
2/15/17 13:00,United States Conference of Catholic Bishops,Affiliates listed separately,,USA,http://www.usccb.org/about/resettlement-services/,mrs@usccb.org,,,,"In partnership with its affiliates, USCCB/MRS resettles approximately 30% of the refugees that arrive in the U.S. each year-help provide food, clothing, shelter, employment, ESL, and orientation to a new community and culture",,,,
2/15/17 13:00,Ethiopian Community Development Council,"Arlington, VA; Silver Spring, MD; Denver, CO; Las Vegas, NV",,,http://www.ecdcus.org/,info@ecdcus.org,,,,develops programs that respond to the needs of newcomers in the US and to increase awareness about refugee and newcomer issues at home and abroad,,,,
2/15/17 13:00,World Relief,Offices listed separately,,USA,https://www.worldrelief.org/,worldrelief@wr.org,,,,Partner with local churches to serve refugees,,,,
2/15/17 13:00,Hearts and Homes for Refugees (HHR),,,,http://heartsandhomesforrefugees.org/,N/A,,,,,,,,
2/17/17 9:54,Refugee Education & Adventure CHallenge (REACH),Chicago,IL,USA,www.facebook.com/reach.org,reachinchicago@gmail.com,,,N/A,"youth development, summer adventure camp, college readiness, STEAM education, adventure therapy","Financial assistance, summer volunteers, website development",,Executive Director,reachinchicago@gmail.com
2/17/17 9:57,Iraqi Mutual Aid Society,Chicago,IL,USA,http://www.iraqimutualaid.org/,info@iraqimutualaid.org,,773-409-4597,Mutual Aid Association,"Case management, adult ed guidance, senior refugees, community engagement, youth programs, family and child assistance",Volunteers and financial assistance,,,shanawills@aol.com
2/17/17 9:59,Rohingya Cultural Center,Chicago,IL,USA,http://rohingyacc.blogspot.com/,rohingyachicago@gmail.com,,,Mutual Aid Association,"adult ESL, tutoring, youth soccer, community engagement,",financial assistance and volunteers,,,shanawills@aol.com
2/17/17 13:33,Refugee Immigration Ministry,Malden,MA,USA,http://www.r-i-m.net/,ruth.rim@verizon.net,,,Church World Service,,,,,steve.runge@gmail.com
2/17/17 14:40,International Institute of Buffalo,Buffalo,NY,USA,www.iibuff.org,ehassett@iibuff.org,,,USCRI,"Refugee resettlement, employment, Welcoming; human trafficking and domestic violence survivor programming; interpretation and translation services; education, cultural competency training and international visitors programming","Donations of money are a big need, we will lose a lot of funding from the cut in refugee resettlement and we don't want to reduce our services to refugees and immigrants who are here and need help. Volunteers always welcome.",Refugees and immigrants are the driving force behind economic regrowth in our region and many across the US.,,ehassett@iibuff.org
2/18/17 10:17,Miry's List,Los angeles,CA,USA,Www.miryslist.org,miry@miryslist.org,,213-359-6794,,crowdsourcing donated supplies to new arrival refugee families in California,"Volunteer listmakers, volunteer Arabic translators, funds",Thank you for doing this!!!,Miry,Miry@miryslist.org
2/18/17 23:23,Colorado African Organization,Denver,CO,USA,www.caoden.org,Jillf@caoden.org,,,,Support ongoing needs of refugees after initial resettlement by agencies,"Donations, volunteers, support",,Executive Director,Jillf@caoden.org
2/19/17 9:07,Pennsylvania Immigration Resource Center,York,PA,United States,www.pirclaw.org,Emiller@pirclaw.org,,,,"Free legal services for asylum seekers in detention and immigrant survivors of domestic violence,sexual assault, and human trafficking in the community","Donations, translators/interpreters, psychologists/psychiatrists/physicians",,Liz Miller,Emiller@pirclaw.org
2/19/17 17:06,Islamic Community Center of Lancaster,Lancaster,PA,USA,iccl.onemasjid.com,800.iccl@gmail.com,,717-546-4225,"Church World Service, Bethany Christian Services",Welcoming new neighbors and helping with integration and becoming a good citizen,Need donations and volunteers,,,800.iccl@gmail.com
2/19/17 17:11,Muslim Community Center of Indianapolis,Indianapolis,IN,USA,Icclindy.com,Mcci4u@gmail.cok,,,Exodus and Catholic Charities,Welcoming new neighbors and assistance with resettlement,Donations and volunteers,,,mcci4u@gmail.com
2/19/17 17:14,Dr Syed Abdul Khader Foundation,Lititz,PA,USA,https://m.facebook.com/DSAKFoundation,dsak.foundation@gmail.com,,,Resettlement agencies,Community building and help with integration,Donation and volunteers,,,Dsak.foundation@gmail.com
2/19/17 17:18,Burmese Rohingya Association USA,Greeley,CO,USA,https://m.facebook.com/Burmese-Rohingya-Association-USA-569081266627961,zayer.rahman@gmail.com,,,Resettlement Agencies,Welcoming and resettlement of new community members,Donations and volunteers,,,zayer.rahman@gmail.com
2/20/17 23:22,Refugee Care Collective,Portland,OR,USA,refugeecarecollective.org,info@refugeecarecollective.org,,,,"Restart kits, family mentorship, ESL, etc.","Financial, primarily",,,megan@refugeecarecollective.org
2/21/17 12:03,El Zocalo Immigrant Resource Center,Little Rock,AR,USA,http://www.zocalocenter.com/,team@zocalocenter.org,,(501) 301 – 4652,,"Food & clothing pantry, life skills education, garden partnerships, referrals to needed services, ESL","evening and day-time childcare, bulk food delivery, donation distribution, etc.",,,carrielawsonwills@gmail.com
2/21/17 12:04,Human Rights Initiative of North Texas,Dallas,TX,USA,www.hrionline.org,Ehagberg@hrionline.org,,,,"Free legal services to vulnerable immigrants, specifically to asylum-seekers, domestic violence victims, victims of crime, and abused/abandoned unaccompanied immigrant minors.","Translators in all languages (especially African languages, Arabic, and Spanish); Paralegal assistance, Volunteer Attorneys",,"Kavita Khandekar Chopra, Deputy Director",kkhandekar@hrionline.org
